rank,domain,syllables,ending,sound_note,checked_at
694,"sulvir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
695,"rimpul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
696,"rorter.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -er hard ending",2026-07-24T03:30:54.035Z
697,"blofax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
698,"thredus.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -us hard ending",2026-07-24T03:30:54.034Z
699,"bresud.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ud hard ending",2026-07-24T03:30:54.033Z
700,"clegip.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ip hard ending",2026-07-24T03:30:54.033Z
701,"cruvik.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ik hard ending",2026-07-24T03:30:54.034Z
702,"drevir.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
703,"flelux.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ux hard ending",2026-07-24T03:30:54.033Z
704,"fritin.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -in hard ending",2026-07-24T03:30:54.034Z
705,"gluzet.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -et hard ending",2026-07-24T03:30:54.034Z
706,"grexep.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ep hard ending",2026-07-24T03:30:54.033Z
707,"plaror.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.035Z
708,"prabap.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ap hard ending",2026-07-24T03:30:54.033Z
709,"slakil.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
710,"spibol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
711,"strevux.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
712,"trogid.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -id hard ending",2026-07-24T03:30:54.033Z
713,"vraxir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
714,"ferkip.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ip hard ending",2026-07-24T03:30:54.033Z
715,"fubint.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nt hard ending",2026-07-24T03:30:54.034Z
716,"lurmek.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ek hard ending",2026-07-24T03:30:54.033Z
717,"nulder.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -er hard ending",2026-07-24T03:30:54.033Z
718,"rardur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
719,"skelir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
720,"snugax.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ax hard ending",2026-07-24T03:30:54.033Z
721,"sumban.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -an hard ending",2026-07-24T03:30:54.033Z
722,"rortur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.035Z
723,"blotat.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -at hard ending",2026-07-24T03:30:54.032Z
724,"thredut.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ut hard ending",2026-07-24T03:30:54.033Z
725,"brezod.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -od hard ending",2026-07-24T03:30:54.033Z
726,"clofud.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ud hard ending",2026-07-24T03:30:54.035Z
727,"cruxuk.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
728,"dridil.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
729,"fligil.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
730,"fralol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
731,"gluzis.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -is hard ending",2026-07-24T03:30:54.033Z
732,"grexup.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -up hard ending",2026-07-24T03:30:54.033Z
733,"plarun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.033Z
734,"pravip.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ip hard ending",2026-07-24T03:30:54.033Z
735,"slakul.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
736,"spibon.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -on hard ending",2026-07-24T03:30:54.033Z
737,"strixox.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ox hard ending",2026-07-24T03:30:54.033Z
738,"vrenak.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ak hard ending",2026-07-24T03:30:54.034Z
739,"fesald.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ld hard ending",2026-07-24T03:30:54.034Z
740,"fubirt.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -rt hard ending",2026-07-24T03:30:54.034Z
741,"luvrar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.034Z
742,"nuldur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
743,"rarmot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
744,"skelol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.033Z
745,"snugix.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ix hard ending",2026-07-24T03:30:54.033Z
746,"surnan.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -an hard ending",2026-07-24T03:30:54.034Z
747,"blotik.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ik hard ending",2026-07-24T03:30:54.033Z
748,"thrisak.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ak hard ending",2026-07-24T03:30:54.033Z
749,"brizud.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ud hard ending",2026-07-24T03:30:54.032Z
750,"cluxad.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ad hard ending",2026-07-24T03:30:54.033Z
751,"crafar.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ar hard ending",2026-07-24T03:30:54.033Z
752,"dridul.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
753,"flogur.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
754,"frarar.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ar hard ending",2026-07-24T03:30:54.032Z
755,"gluzit.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -it hard ending",2026-07-24T03:30:54.034Z
756,"grivad.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ad hard ending",2026-07-24T03:30:54.034Z
757,"plilir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
758,"prizod.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -od hard ending",2026-07-24T03:30:54.034Z
759,"slakun.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -un hard ending",2026-07-24T03:30:54.035Z
760,"spibun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.032Z
761,"strixux.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ux hard ending",2026-07-24T03:30:54.035Z
762,"vreres.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
763,"fevork.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -rk hard ending",2026-07-24T03:30:54.033Z
764,"fudanx.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nx hard ending",2026-07-24T03:30:54.034Z
765,"nulkal.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -al hard ending",2026-07-24T03:30:54.034Z
766,"snugot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.033Z
767,"surnen.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -en hard ending",2026-07-24T03:30:54.034Z
768,"blelat.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -at hard ending",2026-07-24T03:30:54.033Z
769,"thrisok.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ok hard ending",2026-07-24T03:30:54.033Z
770,"brukod.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -od hard ending",2026-07-24T03:30:54.033Z
771,"cluxud.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ud hard ending",2026-07-24T03:30:54.033Z
772,"crasar.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ar hard ending",2026-07-24T03:30:54.034Z
773,"drisur.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ur hard ending",2026-07-24T03:30:54.035Z
774,"flugol.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
775,"fregip.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ip hard ending",2026-07-24T03:30:54.034Z
776,"gluzos.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -os hard ending",2026-07-24T03:30:54.033Z
777,"grivud.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ud hard ending",2026-07-24T03:30:54.034Z
778,"plirel.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -el hard ending",2026-07-24T03:30:54.034Z
779,"prubop.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -op hard ending",2026-07-24T03:30:54.034Z
780,"sledur.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
781,"spugel.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -el hard ending",2026-07-24T03:30:54.034Z
782,"stroxas.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -as hard ending",2026-07-24T03:30:54.033Z
783,"vrerot.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
784,"fugunx.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nx hard ending",2026-07-24T03:30:54.033Z
785,"nulker.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -er hard ending",2026-07-24T03:30:54.033Z
786,"snusak.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ak hard ending",2026-07-24T03:30:54.033Z
787,"surnon.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -on hard ending",2026-07-24T03:30:54.034Z
788,"blelox.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ox hard ending",2026-07-24T03:30:54.033Z
789,"thrizak.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ak hard ending",2026-07-24T03:30:54.034Z
790,"brupap.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ap hard ending",2026-07-24T03:30:54.033Z
791,"crasil.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -il hard ending",2026-07-24T03:30:54.033Z
792,"drixir.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
793,"flelar.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ar hard ending",2026-07-24T03:30:54.034Z
794,"frezip.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ip hard ending",2026-07-24T03:30:54.035Z
795,"gluzut.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
796,"groxip.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ip hard ending",2026-07-24T03:30:54.033Z
797,"pliril.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
798,"prupad.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ad hard ending",2026-07-24T03:30:54.034Z
799,"slilis.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -is hard ending",2026-07-24T03:30:54.033Z
800,"spugil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
801,"stroxex.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ex hard ending",2026-07-24T03:30:54.034Z
802,"vrerus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.034Z
803,"fumbed.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ed hard ending",2026-07-24T03:30:54.033Z
804,"nulkur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
805,"snutet.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -et hard ending",2026-07-24T03:30:54.035Z
806,"blesal.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -al hard ending",2026-07-24T03:30:54.032Z
807,"thrizes.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
808,"crasul.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
809,"drorek.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ek hard ending",2026-07-24T03:30:54.034Z
810,"fladep.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ep hard ending",2026-07-24T03:30:54.033Z
811,"frivud.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ud hard ending",2026-07-24T03:30:54.034Z
812,"glalit.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -it hard ending",2026-07-24T03:30:54.034Z
813,"grubep.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ep hard ending",2026-07-24T03:30:54.033Z
814,"plirir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
815,"slilos.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -os hard ending",2026-07-24T03:30:54.033Z
816,"spukor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.033Z
817,"stroxux.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
818,"vrilek.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ek hard ending",2026-07-24T03:30:54.034Z
819,"fumisk.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -sk hard ending",2026-07-24T03:30:54.034Z
820,"snutok.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ok hard ending",2026-07-24T03:30:54.034Z
821,"blesul.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ul hard ending",2026-07-24T03:30:54.032Z
822,"thrizos.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -os hard ending",2026-07-24T03:30:54.034Z
823,"cratir.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
824,"drufir.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ir hard ending",2026-07-24T03:30:54.035Z
825,"fladup.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -up hard ending",2026-07-24T03:30:54.033Z
826,"frixop.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -op hard ending",2026-07-24T03:30:54.034Z
827,"glesir.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
828,"plafop.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -op hard ending",2026-07-24T03:30:54.034Z
829,"slilot.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ot hard ending",2026-07-24T03:30:54.033Z
830,"spukur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
831,"strudot.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ot hard ending",2026-07-24T03:30:54.034Z
832,"vrilet.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -et hard ending",2026-07-24T03:30:54.034Z
833,"fumust.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -st hard ending",2026-07-24T03:30:54.034Z
834,"snutus.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -us hard ending",2026-07-24T03:30:54.034Z
835,"blexil.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
836,"thrizus.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -us hard ending",2026-07-24T03:30:54.034Z
837,"crerek.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ek hard ending",2026-07-24T03:30:54.035Z
838,"dranur.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
839,"flogad.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ad hard ending",2026-07-24T03:30:54.034Z
840,"frosad.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ad hard ending",2026-07-24T03:30:54.034Z
841,"glesul.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
842,"sliluk.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -uk hard ending",2026-07-24T03:30:54.033Z
843,"spolir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
844,"strudut.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ut hard ending",2026-07-24T03:30:54.032Z
845,"vrilis.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -is hard ending",2026-07-24T03:30:54.034Z
846,"funaph.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ph hard ending",2026-07-24T03:30:54.032Z
847,"snutut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
848,"blivir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.032Z
849,"throkuk.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -uk hard ending",2026-07-24T03:30:54.032Z
850,"cretil.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -il hard ending",2026-07-24T03:30:54.034Z
851,"dragop.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -op hard ending",2026-07-24T03:30:54.033Z
852,"frosud.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ud hard ending",2026-07-24T03:30:54.034Z
853,"glevul.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
854,"slipan.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -an hard ending",2026-07-24T03:30:54.033Z
855,"sprabak.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ak hard ending",2026-07-24T03:30:54.035Z
856,"strukes.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -es hard ending",2026-07-24T03:30:54.034Z
857,"vrilit.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -it hard ending",2026-07-24T03:30:54.034Z
858,"fuphem.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -em hard ending",2026-07-24T03:30:54.033Z
859,"snedol.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ol hard ending",2026-07-24T03:30:54.033Z
860,"blixun.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -un hard ending",2026-07-24T03:30:54.033Z
861,"thrukak.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ak hard ending",2026-07-24T03:30:54.033Z
862,"crikar.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ar hard ending",2026-07-24T03:30:54.033Z
863,"dredap.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ap hard ending",2026-07-24T03:30:54.034Z
864,"frotud.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ud hard ending",2026-07-24T03:30:54.034Z
865,"glevun.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -un hard ending",2026-07-24T03:30:54.035Z
866,"slipun.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -un hard ending",2026-07-24T03:30:54.033Z
867,"sprabok.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ok hard ending",2026-07-24T03:30:54.035Z
868,"strukos.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -os hard ending",2026-07-24T03:30:54.034Z
869,"vrilut.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ut hard ending",2026-07-24T03:30:54.034Z
870,"furdup.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -up hard ending",2026-07-24T03:30:54.035Z
871,"snedur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
872,"blutir.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ir hard ending",2026-07-24T03:30:54.033Z
873,"thrukik.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ik hard ending",2026-07-24T03:30:54.033Z
874,"crikil.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -il hard ending",2026-07-24T03:30:54.032Z
875,"drisid.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -id hard ending",2026-07-24T03:30:54.034Z
876,"frusod.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -od hard ending",2026-07-24T03:30:54.034Z
877,"glinat.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -at hard ending",2026-07-24T03:30:54.033Z
878,"slobur.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
879,"spragex.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ex hard ending",2026-07-24T03:30:54.033Z
880,"strasul.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
881,"vrorex.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ex hard ending",2026-07-24T03:30:54.033Z
882,"fusind.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -nd hard ending",2026-07-24T03:30:54.034Z
883,"snemat.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -at hard ending",2026-07-24T03:30:54.033Z
884,"thrukok.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ok hard ending",2026-07-24T03:30:54.033Z
885,"crikul.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ul hard ending",2026-07-24T03:30:54.032Z
886,"drixip.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ip hard ending",2026-07-24T03:30:54.034Z
887,"fruvod.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -od hard ending",2026-07-24T03:30:54.034Z
888,"glixol.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ol hard ending",2026-07-24T03:30:54.035Z
889,"slopel.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -el hard ending",2026-07-24T03:30:54.032Z
890,"spragot.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ot hard ending",2026-07-24T03:30:54.033Z
891,"strasun.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -un hard ending",2026-07-24T03:30:54.033Z
892,"vrorux.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ux hard ending",2026-07-24T03:30:54.034Z
893,"fusirt.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -rt hard ending",2026-07-24T03:30:54.034Z
894,"snexal.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -al hard ending",2026-07-24T03:30:54.035Z
895,"thrupak.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ak hard ending",2026-07-24T03:30:54.034Z
896,"crogor.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -or hard ending",2026-07-24T03:30:54.033Z
897,"drofed.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ed hard ending",2026-07-24T03:30:54.033Z
898,"glizol.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ol hard ending",2026-07-24T03:30:54.033Z
899,"sludol.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ol hard ending",2026-07-24T03:30:54.034Z
900,"spragux.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ux hard ending",2026-07-24T03:30:54.033Z
901,"stravir.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ir hard ending",2026-07-24T03:30:54.034Z
902,"vrudor.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -or hard ending",2026-07-24T03:30:54.033Z
903,"snexel.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -el hard ending",2026-07-24T03:30:54.035Z
904,"thrupik.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ik hard ending",2026-07-24T03:30:54.034Z
905,"crogur.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
906,"drofid.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -id hard ending",2026-07-24T03:30:54.033Z
907,"glokur.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
908,"slufol.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ol hard ending",2026-07-24T03:30:54.032Z
909,"spresax.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
910,"stravul.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ul hard ending",2026-07-24T03:30:54.033Z
911,"vrudur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.033Z
912,"snexer.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -er hard ending",2026-07-24T03:30:54.034Z
913,"crozar.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ar hard ending",2026-07-24T03:30:54.033Z
914,"drutop.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -op hard ending",2026-07-24T03:30:54.033Z
915,"glolax.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ax hard ending",2026-07-24T03:30:54.034Z
916,"slilir.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ir hard ending",2026-07-24T03:30:54.032Z
917,"spreses.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -es hard ending",2026-07-24T03:30:54.033Z
918,"stredin.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -in hard ending",2026-07-24T03:30:54.032Z
919,"vrumet.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -et hard ending",2026-07-24T03:30:54.034Z
920,"snexur.com",2,cons,"2-syllable coinage, hard-stop onset, crisp -ur hard ending",2026-07-24T03:30:54.034Z
921,"crozul.com",2,cons,"2-syllable coinage, punchy cluster onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
922,"gluful.com",2,cons,"2-syllable coinage, gleam gl/fl onset, crisp -ul hard ending",2026-07-24T03:30:54.034Z
